Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,20.69467411,30.17717979,68.28560847,131.1664097,225.642787,363.8811941,565.4076649,856.0184143,1251.934061,1777.525737,2464.960251,3346.183478,4447.753808,5778.289207,7325.244788,9031.74884,10818.66481,12571.55761,14209.17898,15648.97313,16826.36856,17759.41155,18530.32313,19206.48207,19518.69827,19733.72586,19902.11539,20012.7994,20049.81556,20044.34016,20001.17187,19924.93056,19863.26302,19826.65864,NPgN
AMBERTON ROAD,21.70205838,31.64615756,71.60964475,131.3845495,217.0795964,337.7611021,508.2948654,747.7160312,1071.320735,1500.101845,2060.231452,2777.676072,3674.01816,4756.267446,6014.10893,7401.372463,8853.796275,10278.3945,11609.14204,12778.93216,13735.67191,14493.75637,15119.8466,15668.82805,15921.67658,16095.51052,16231.49956,16320.627,16349.87582,16344.62494,16308.76495,16246.01112,16195.13744,16164.86095,NPgN
ANNFIELD 66/20KV,32.28721453,47.08153762,106.5371737,186.4054606,294.236704,438.0935925,631.8480958,892.0395782,1238.906125,1696.972449,2294.066314,3057.748022,4010.915308,5161.01726,6496.881748,7969.612459,9511.122158,11022.775,12434.52332,13675.13572,14690.06619,15494.07493,16157.59129,16739.09326,17005.69868,17188.40766,17331.06993,17424.07601,17453.52955,17446.43913,17406.91534,17338.82589,17283.41059,17250.2835,NPgN
ASHINGTON,28.55107609,41.63346336,94.20914737,169.8592536,276.1130331,423.1082069,627.6823439,910.9918521,1292.329332,1797.10018,2456.071281,3299.75173,4353.496502,5625.544616,7103.702669,8733.759042,10440.24922,12113.93934,13677.26375,15051.37419,16175.31012,17065.81387,17801.10155,18445.73404,18742.23439,18945.88678,19105.11363,19209.30787,19243.14878,19236.4788,19193.86292,19119.64144,19059.3998,19023.49941,NPgN
AYCLIFFE INDUSTRIAL,18.13309176,26.4418549,59.83323039,100.5601891,152.1624349,216.6961685,298.1959036,400.5834182,534.0772623,709.3950741,937.103846,1227.637842,1589.660081,2025.996584,2532.274555,3090.050733,3673.623335,4245.685685,4779.73703,5248.805647,5632.71589,5936.72487,6187.290506,6406.695345,6506.50592,6574.533033,6627.475859,6661.671147,6671.806442,6668.153081,6652.255317,6625.529176,6603.642817,6590.467292,NPgN
BARDEN FRIAR,1.155054077,1.684311353,3.811298019,6.428964409,9.766758564,13.96967609,19.31601164,26.08601352,34.93709748,46.56929277,61.68440696,80.97569383,105.0187759,134.0013655,167.6341369,204.6911392,243.4641043,281.4740643,316.9601448,348.1303724,373.640276,393.8419236,410.4949194,425.0785165,431.7194122,436.248783,439.7753017,442.0557928,442.7377279,442.5031493,441.4547583,439.6870422,438.2405336,437.3704809,NPgN
BEDALE,15.4423848,22.51823923,50.95478364,87.15134184,134.3791449,195.2951466,274.7116944,377.9354158,514.0890865,693.4198445,926.7815402,1224.908583,1596.716454,2045.109304,2565.666318,3139.376327,3739.756974,4328.408538,4878.057563,5360.958479,5756.096877,6069.061065,6327.182267,6553.306304,6656.599854,6727.206807,6782.253546,6817.985104,6828.964112,6825.732388,6809.885133,6782.90535,6760.882071,6747.672026,NPgN
BELMONT,26.77271744,39.04024308,88.34114956,152.0122046,235.8803393,345.1007014,488.8503767,677.5209684,927.1835206,1256.282036,1684.757626,2232.340443,2915.419035,3739.32973,4695.98594,5750.425842,6853.953423,7935.978907,8946.367688,9834.123611,10560.49202,11135.83463,11610.44329,12026.27032,12216.43367,12346.52369,12447.99252,12513.94526,12534.40188,12528.72601,12499.85295,12450.52166,12410.28928,12386.18158,NPgN
BENSHAM,19.59157044,28.56862303,64.64572965,114.6243792,183.3432051,276.601878,404.1964701,578.1328308,811.1124259,1119.138253,1520.953743,2035.133616,2677.112388,3451.908356,4352.044389,5344.540767,6383.481122,7402.374756,8354.004869,9190.365229,9874.519183,10416.53614,10863.95889,11256.14719,11436.24345,11559.80384,11656.34572,11719.40184,11739.62535,11735.20229,11708.90745,11663.36527,11626.34984,11604.25588,NPgN
BENTON SQUARE,22.66374394,33.04849701,74.78289033,134.3933092,217.781708,332.7317035,492.2082401,712.4327261,1008.597159,1400.542297,1912.150892,2567.102926,3385.077442,4372.469745,5519.803596,6785.007885,8109.516432,9408.549236,10621.90447,11688.38283,12560.7096,13251.85133,13822.49874,14322.77369,14552.80992,14710.77941,14834.27408,14915.05902,14941.23849,14935.97894,14902.82254,14845.13395,14798.29949,14770.381,NPgN
